Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
High,IT,1,0,7.338.893.625.266.220,3.863.237.636.386.340,1,0,0,0,0,0,1,1,1
Low,Retail,1,1,9.326.188.042.680.680,18.920.155.678.307.800,0,1,0,1,1,0,0,1,1
Medium,Healthcare,1,1,9.939.535.556.006.980,5.004.205.246.686.190,1,0,1,1,1,1,0,0,1
Medium,Retail,1,1,10.096.167.329.143.700,4.238.715.517.611.370,0,1,0,0,0,0,0,1,1
Medium,IT,1,1,902.118.534.160.878,4.089.954.218.974.000,0,0,1,1,1,1,0,1,1
Medium,Healthcare,1,1,84.916.446.533.506,2.074.894.767.533.160,1,1,0,1,1,1,0,1,1
High,Retail,1,0,9.588.853.378.501.690,3.706.246.204.591.980,1,0,0,0,1,1,0,0,1
Medium,Education,1,1,4.074.016.184.694.550,22.095.178.208.114.200,1,0,0,0,1,0,0,1,1
Medium,IT,0,1,8.421.141.504.667.880,4.722.947.482.668.630,1,0,0,1,0,0,0,1,1
High,IT,0,1,8.104.956.114.340.900,33.551.589.569.442.300,0,0,0,1,0,0,1,0,1
Medium,Healthcare,1,1,842.616.079.194.311,32.206.984.054.531.600,1,0,0,1,1,0,0,1,1
Medium,Healthcare,1,1,7.824.752.907.491.530,16.942.667.753.664.500,1,1,0,0,1,0,0,1,1
High,Healthcare,1,1,8.863.710.986.923.230,5.540.643.804.526.060,0,1,1,1,0,0,1,1,1
High,Healthcare,0,1,6.850.794.156.931.960,3.612.153.053.155.960,1,0,0,0,1,1,0,1,1
High,IT,0,0,1.025.904.685.890.720,4.130.471.155.506.630,1,0,1,1,1,0,0,1,1
Medium,IT,1,1,8.947.299.554.826.940,2.896.764.863.961.160,1,0,0,0,0,0,0,0,1
Medium,Healthcare,1,1,8.301.371.715.767.720,15.241.374.100.500.100,1,0,1,1,0,1,0,1,1
Medium,Healthcare,0,1,660.496.685.872.776,3.202.561.617.734.110,1,0,1,1,0,1,0,0,1
High,Education,1,1,963.063.377.041.581,344.268.799.334.093,1,1,0,1,0,0,0,1,1
High,Education,1,1,8.413.319.396.988.980,4.439.140.031.372.260,0,1,0,0,1,1,0,0,1
Medium,Healthcare,1,1,64.890.332.129.261.600,3.467.451.383.666.300,1,0,0,0,0,0,0,1,1
Low,Retail,0,1,7.886.676.915.173.520,29.224.767.104.540.800,0,1,1,0,0,1,0,1,1
Medium,Retail,0,1,925.816.523.848.248,1.744.990.904.286.490,0,1,0,0,1,1,0,1,1
Medium,IT,1,0,9.103.147.077.639.650,4.072.680.243.134.120,0,1,0,1,1,0,0,1,1
Medium,IT,1,1,897.401.793.561.631,2.805.159.709.343.690,1,0,0,0,1,1,0,1,1
Medium,Retail,0,1,8.185.062.783.482.150,5.981.209.800.648.540,0,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,10.051.639.066.603.700,4.225.219.992.007.150,0,0,0,0,0,1,0,1,1
High,IT,0,1,10.475.593.007.623.200,4.843.154.260.049.480,1,0,0,0,0,0,0,0,1
Medium,IT,0,0,9.474.645.231.351.080,36.268.170.005.662.400,0,0,1,1,0,1,0,1,1
Medium,Healthcare,0,1,68.250.974.502.885.800,4.301.920.434.651.860,1,1,1,0,1,1,0,0,1
Medium,Education,0,1,5.883.876.565.418.960,266.392.702.634.462,0,1,0,0,0,0,0,1,1
Low,Education,0,1,69.121.204.660.568.100,22.326.717.614.955.900,0,0,0,0,1,1,0,0,1
Medium,Education,1,1,11.907.313.495.953.400,4.022.696.616.022.830,0,0,0,0,0,1,0,1,1
High,Retail,0,1,8.563.391.827.654.700,4.855.587.482.801.610,1,0,0,0,1,1,0,1,1
High,IT,1,1,1.225.288.365.505.270,10.812.823.449.076.300,0,1,0,1,0,0,0,1,1
Low,Healthcare,1,1,7.759.603.312.825.120,32.513.447.637.939.300,0,0,0,1,0,1,0,1,1
High,Education,1,1,7.482.372.659.014.150,6.763.183.161.832.580,0,0,0,1,1,1,0,1,1
Medium,Education,0,1,78.518.869.267.118.500,4.718.841.327.504.930,1,0,1,0,1,1,0,1,1
High,Retail,1,1,7.815.651.839.893.390,6.306.469.050.535.740,0,1,0,0,1,1,0,1,1
Medium,Retail,1,1,6.452.698.176.264.550,3.048.932.572.317.120,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,0,5.702.303.463.666.640,33.131.413.525.083.300,0,0,1,0,0,1,0,0,1
Medium,IT,0,1,9.002.673.254.361.720,5.450.099.980.516.760,0,0,1,1,1,0,0,1,1
High,Healthcare,1,1,10.109.801.435.194.700,49.352.805.330.674.800,0,0,0,0,1,0,0,0,1
Low,Education,1,1,12.889.962.601.332.800,38.584.231.359.104.700,0,0,1,0,0,1,0,0,1
Low,Healthcare,0,1,7.132.574.186.617.950,2.106.226.286.097.240,0,1,1,0,1,1,0,1,1
High,Education,0,1,72.946.890.262.718.500,5.735.277.943.340.360,1,1,1,0,0,0,1,1,1
Medium,Education,1,0,6.457.541.411.097.960,7.765.342.221.291.560,1,0,1,0,1,1,1,1,1
High,Retail,1,1,10.251.454.858.747.100,16.422.007.175.548.700,1,0,1,1,1,0,0,1,1
Low,Retail,1,1,962.997.490.959.253,6.105.428.724.624.150,0,0,0,1,0,0,0,1,1
High,Healthcare,1,1,6.246.130.836.250.940,3.297.548.286.013.940,1,0,0,1,0,1,0,1,1
Medium,Education,0,0,6.195.603.826.054.110,34.997.970.234.427.700,1,1,0,0,1,0,0,1,1
High,Retail,0,1,9.905.029.517.191.790,44.044.592.313.075,1,1,0,0,1,1,0,0,1
Low,IT,1,1,8.766.392.302.416.810,21.917.150.812.900.000,0,0,0,0,1,1,0,0,1
High,Education,1,1,9.516.777.426.022.280,3.944.292.332.583.420,1,0,1,0,1,1,0,1,1
Medium,IT,1,1,6.234.463.043.322.170,15.831.195.582.967.400,1,0,1,1,1,0,0,1,1
Medium,Healthcare,1,1,4.244.550.272.179.580,4.714.123.734.667.300,1,1,0,0,0,0,0,0,1
Low,Retail,1,1,6.250.069.966.639.660,7.350.583.056.944.750,1,1,1,0,0,1,1,1,1
Medium,Education,0,1,9.375.533.460.022.450,30.407.027.662.545.000,1,0,0,1,0,1,0,0,1
Medium,Education,1,1,12.222.115.957.269.700,37.468.849.925.624.300,1,0,0,0,0,0,1,1,1
High,Retail,1,1,7.141.072.020.944.780,38.207.827.358.908.700,1,0,1,1,1,1,0,1,1
High,Healthcare,1,1,12.551.711.763.753.700,5.479.702.890.986.500,1,0,0,0,0,1,0,1,1
Medium,Education,1,1,9.659.639.534.983.370,4.608.358.553.577.700,1,0,0,1,0,0,1,1,1
Medium,IT,1,1,5.213.935.396.582.340,5.380.519.015.527.890,1,0,1,0,0,0,1,1,1
High,Education,0,1,8.428.067.675.622.060,3.240.646.997.196.440,1,0,0,0,0,1,0,1,1
High,Retail,1,1,9.727.948.556.823.720,4.650.353.507.229.690,0,0,1,1,0,1,1,1,1
Medium,Education,0,1,31.490.342.028.946.200,-10.517.085.994.037.800,0,0,1,1,1,0,0,1,1
Medium,Retail,1,1,9.288.902.315.826.760,5.001.193.857.983.540,1,1,1,1,0,0,0,1,1
Medium,Healthcare,0,1,10.345.442.359.646.200,21.733.109.368.071.000,0,0,0,1,0,0,0,0,1
High,Retail,1,1,8.797.736.248.262.280,3.508.609.177.750.110,0,1,0,0,0,0,0,1,1
Low,Healthcare,1,1,7.876.557.578.637.150,51.178.766.629.663.000,0,0,0,1,1,1,1,1,1
High,Healthcare,1,1,7.654.146.833.997.180,16.958.652.510.701.300,0,0,0,0,0,1,0,1,1
Medium,Retail,1,1,7.537.355.344.616.350,5.634.149.197.333.030,1,1,1,0,1,0,0,1,1
Low,Education,1,1,5.648.040.392.465.780,38.135.427.830.669.100,1,0,1,0,0,1,1,1,1
High,Healthcare,1,0,66.249.523.361.900.600,6.179.673.229.430.850,0,1,0,0,1,1,0,1,1
Medium,Education,1,1,71.668.119.086.956.800,264.573.376.144.632,1,0,1,0,0,1,0,0,1
Medium,IT,0,1,8.226.988.692.451.480,12.808.184.134.795.700,1,0,0,1,0,1,0,1,1
Medium,Education,1,1,6.886.370.484.685.860,39.565.799.269.929.400,1,0,1,0,1,0,0,0,1
Medium,IT,0,1,626.174.151.500.414,4.880.614.101.770.860,0,0,0,0,1,1,0,1,1
High,Healthcare,0,1,9.519.541.718.251.690,5.006.405.408.215.330,1,1,0,1,0,0,0,0,1
Medium,IT,1,1,8.741.227.943.895.710,2.296.767.796.109.140,0,0,0,1,1,1,0,1,1
Low,Education,1,1,69.215.409.264.208.600,15.630.503.948.201.300,0,1,1,1,0,0,1,1,1
Medium,IT,1,1,9.012.556.942.975.170,35.315.140.391.476.500,1,1,0,0,1,1,0,0,1
Medium,Retail,1,1,709.368.421.262.813,4.774.665.985.713.380,1,1,1,0,1,0,0,1,1
Low,Retail,1,1,812.613.005.897.624,4.698.680.173.159.480,1,0,1,1,1,0,0,1,1
Low,Education,1,1,9.950.088.109.445.730,6.358.189.504.708.210,1,0,0,0,1,0,0,1,1
Low,Healthcare,1,1,6.792.517.813.667.470,34.398.171.978.738.700,0,1,1,0,0,1,0,1,1
Medium,Retail,1,1,56.551.767.843.325.100,12.326.553.426.629.600,0,0,0,0,0,1,1,1,1
Medium,Healthcare,1,1,7.709.730.833.957.310,5.794.999.657.426.350,0,0,0,1,0,1,0,0,1
Medium,Healthcare,0,1,5.273.069.967.629.070,4.292.792.971.166.130,0,0,1,0,1,1,0,1,1
Low,Healthcare,0,1,7.445.102.981.298.040,4.423.281.865.751.360,0,0,0,0,1,1,0,1,1
High,Education,1,1,7.438.725.041.373.080,5.150.635.588.159.870,1,0,1,1,1,1,0,1,1
High,IT,1,1,3.072.631.752.188.870,5.895.465.385.552.990,0,1,0,1,0,1,0,1,1
High,Education,0,1,906.127.032.748.902,39.654.700.237.746.900,1,0,0,1,1,1,0,1,1
Medium,IT,1,1,7.634.620.466.637.350,5.764.827.449.992.100,1,1,1,1,1,0,0,1,1
High,IT,1,1,10.363.792.905.543.800,4.828.204.396.212.670,0,0,0,0,0,0,0,1,1
Medium,Retail,1,1,8.431.063.959.588.160,30.166.264.130.380.000,0,0,1,0,0,0,0,1,1
Medium,IT,1,0,9.471.217.140.631.090,36.501.422.917.472.300,0,1,0,1,1,1,0,1,1
Medium,Education,1,0,10.380.077.506.414.000,49.251.160.350.977.500,1,1,0,1,1,0,0,0,1
Low,Retail,0,0,7.736.565.834.458.500,2.936.762.853.634.150,1,0,0,1,0,1,0,1,1
Medium,IT,1,1,7.998.353.622.272.190,5.329.688.653.204.670,0,0,0,0,1,1,0,1,1
Medium,Retail,1,1,4.852.913.553.219.530,423.727.525.127.081,0,1,1,0,1,0,0,1,1
High,Healthcare,1,1,10.479.075.490.468.400,4.572.427.358.649.720,1,0,0,1,0,0,0,1,1
Medium,IT,0,1,7.708.605.200.556.890,6.160.757.985.325.220,1,0,0,1,1,0,0,0,1
Medium,Retail,1,1,5.988.538.899.304.030,4.534.850.316.364.290,1,0,1,1,1,0,0,1,1
Medium,Education,0,1,9.479.444.972.974.850,41.071.177.808.729.600,1,1,1,0,0,0,0,0,1
Medium,Healthcare,1,1,36.404.376.160.714.900,38.761.173.053.378.100,1,0,1,0,0,1,0,1,1
Low,Education,1,1,7.141.451.554.253.640,3.798.014.560.328.880,0,0,0,0,1,1,0,1,1
Low,Retail,1,1,9.816.622.082.423.680,4.468.449.046.305.410,1,0,1,1,0,1,0,1,1
Medium,Retail,0,1,712.455.629.606.819,6.044.984.476.174.620,0,1,0,0,0,0,0,1,1
High,IT,1,1,6.564.156.098.102.830,30.823.356.094.987.400,1,0,0,0,0,0,0,0,1
Low,Education,1,1,7.167.690.405.774.090,2.968.814.291.993.550,1,0,1,1,1,1,0,1,1
Medium,IT,0,1,39.801.414.710.628.500,5.927.559.842.797.040,0,0,1,1,1,1,0,1,1
High,Education,1,0,9.430.956.863.566.060,31.507.795.902.121.600,0,0,1,1,1,0,0,1,1
Medium,Healthcare,1,0,7.754.227.916.046.170,4.324.142.299.529.050,0,0,1,0,0,0,1,1,1
Medium,Retail,1,0,7.455.350.780.010.470,31.123.038.027.762.000,0,1,1,1,0,0,0,0,1
Medium,IT,1,1,7.462.662.767.181.910,14.807.733.124.653.100,1,1,0,0,0,0,0,1,1
Medium,Education,1,1,8.028.159.596.929.160,4.297.337.789.937.940,1,1,0,1,1,0,0,1,1
Medium,Healthcare,0,1,9.306.874.741.344.130,56.727.518.410.390.700,0,0,0,1,0,0,1,1,1
High,Retail,1,0,7.895.872.917.601.500,3.906.917.722.310.910,0,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,5.276.726.903.640.370,17.775.121.551.156.500,1,0,0,0,1,1,0,1,1
Medium,Education,0,0,9.151.032.243.088.130,4.163.605.874.575.620,0,1,1,1,0,0,0,1,1
High,Healthcare,1,1,8.997.139.382.008.450,28.660.729.170.319.100,1,1,1,0,1,1,1,1,1
High,Retail,1,0,8.411.053.996.432.920,7.074.237.513.135.760,1,1,0,0,0,1,1,1,1
Medium,Retail,1,1,10.150.482.613.922.600,38.786.744.174.146.800,1,0,0,1,1,1,0,0,1
Medium,Retail,1,1,8.060.757.352.825.910,4.776.526.290.832.040,1,0,0,0,0,0,0,1,1
High,Healthcare,0,1,10.222.752.177.978.500,5.766.558.217.197.870,1,1,0,1,1,1,0,1,1
High,IT,1,1,10.814.422.042.956.700,6.635.282.109.943.210,0,0,1,0,0,1,1,1,1
Medium,IT,0,1,9.164.625.771.048.960,4.976.403.516.079.760,1,0,0,1,0,0,0,1,1
Medium,IT,1,0,6.504.132.756.244.120,5.400.351.112.908.390,1,0,1,0,1,0,0,1,1
Low,Healthcare,0,1,7.738.428.562.995.110,20.731.518.248.829,1,1,0,0,1,1,0,0,1
Medium,Healthcare,0,1,10.477.712.068.116.700,6.432.738.702.319.380,0,0,0,0,0,1,0,1,1
High,IT,1,1,5.004.744.267.860.980,5.901.040.272.357.320,0,0,0,1,1,1,1,0,1
Medium,Healthcare,1,1,7.216.092.663.642.780,3.449.326.772.550.210,1,0,1,0,0,1,0,0,1
Low,Education,1,1,7.314.070.327.106.510,5.022.490.187.931.760,0,0,0,0,0,1,0,0,1
Low,Healthcare,1,1,6.269.578.799.292.530,4.871.602.275.172.910,1,0,0,0,1,1,0,1,1
Medium,Healthcare,0,0,9.745.757.899.837.570,620.532.026.582.559,1,1,0,0,1,1,0,1,1
Medium,Retail,0,1,8.753.630.142.081.550,3.773.338.341.760.170,1,0,0,0,1,1,1,0,1
Medium,Education,1,0,65.778.832.867.990.100,28.806.510.434.499.800,0,1,1,0,0,0,1,1,1
High,Retail,0,1,921.102.584.047.168,32.650.024.455.079.800,0,0,1,1,1,1,0,1,1
High,Healthcare,1,1,7.683.167.530.663.560,5.345.193.975.045.800,0,0,0,0,1,1,0,0,1
Low,Education,1,0,6.219.610.853.555.310,11.201.943.847.864.900,0,0,1,0,1,0,0,0,1
High,IT,1,1,6.574.163.179.514.260,-4.956.101.588.652.540,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,887.210.214.955.188,5.341.373.510.451.960,0,0,0,0,0,1,0,0,1
Medium,Healthcare,1,1,9.878.019.757.043.670,441.220.819.623.295,1,0,0,0,0,1,0,1,1
High,IT,0,0,7.026.463.534.090.420,4.027.695.004.454.760,0,1,1,0,0,0,0,1,1
Low,Retail,0,1,9.088.882.667.338.020,2.041.680.058.017.310,1,0,1,0,0,0,0,1,1
Low,Education,1,1,11.163.508.315.154.900,1.435.165.353.107.060,0,0,1,0,1,1,0,0,1
Medium,Education,1,1,5.482.258.887.259.490,30.482.063.747.527.200,0,0,0,1,0,0,1,1,1
High,Retail,1,1,8.711.339.745.677.240,4.542.542.649.054.520,1,0,1,0,0,1,0,1,1
Low,Education,1,0,9.661.311.382.590.810,3.121.366.430.849.190,1,0,0,1,0,0,0,0,1
Medium,Retail,1,1,7.809.700.366.802.330,5.350.150.300.363.030,0,1,1,1,1,0,0,0,1
Medium,Education,0,1,10.476.566.421.711.200,25.689.109.869.695.600,0,0,0,0,1,0,0,1,1
Medium,Education,1,1,12.397.674.076.522.500,3.220.982.390.260.620,0,0,0,0,1,1,0,1,1
Low,Healthcare,0,0,8.686.710.696.772.600,5.054.801.582.026.550,1,0,1,0,0,1,0,1,1
Low,Healthcare,0,1,7.532.820.535.444.000,34.346.274.752.731.500,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,9.953.965.615.323.910,35.089.750.595.161.000,0,0,0,0,0,0,0,0,1
Medium,IT,0,1,9.684.137.720.755.800,3.034.767.319.526.780,1,0,0,0,1,1,0,1,1
High,Healthcare,1,1,2.962.338.090.163.630,2.756.588.888.795.720,0,1,1,1,0,1,0,1,1
Low,IT,1,1,7.994.528.887.817.770,4.531.266.030.844.310,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,7.210.801.066.521.770,4.725.559.441.966.930,0,0,1,1,1,0,0,1,1
Medium,Healthcare,1,1,8.793.411.383.027.830,4.340.722.656.326.920,1,1,0,0,0,0,0,0,1
Medium,Education,1,1,7.612.683.439.412.410,3.075.724.591.669.830,0,0,1,1,1,1,0,1,1
Medium,IT,1,1,7.829.647.815.457.990,3.697.762.150.129.940,1,0,0,0,1,1,1,1,1
High,Healthcare,1,1,6.273.574.481.077.830,6.393.902.175.131.760,0,0,0,1,0,1,0,0,1
High,Retail,1,0,9.469.058.436.848.970,18.683.749.343.506.400,1,0,0,0,1,0,0,1,1
Medium,Education,1,1,11.310.084.442.937.400,6.828.836.920.642.950,1,0,1,1,0,1,1,1,1
High,IT,0,1,630.465.610.156.993,414.957.976.917.632,0,0,0,0,1,1,0,0,1
High,Healthcare,1,1,5.205.889.953.706.050,3.729.810.415.035.240,1,0,1,1,0,1,0,1,1
High,Education,0,1,8.040.006.439.654.920,5.430.067.508.202.510,0,1,1,0,0,0,0,0,1
High,Healthcare,0,1,7.942.688.677.929.470,8.991.008.964.124.480,0,0,0,0,1,0,1,1,1
Medium,Retail,1,0,10.341.865.572.240.700,60.704.793.618.696.200,0,1,1,0,1,1,0,0,1
Medium,Education,1,1,5.541.610.095.242.930,6.786.588.743.422.570,0,0,0,1,1,1,1,1,1
High,Healthcare,0,1,6.924.089.649.951.800,5.631.959.301.188.640,0,0,0,1,1,1,0,1,1
Medium,Education,1,1,3.704.593.521.466.290,846.571.946.633.925,0,0,1,0,0,1,0,0,1
Medium,Healthcare,1,0,10.749.967.272.423.600,5.146.251.696.700.720,0,1,1,0,0,1,0,1,1
Medium,Education,1,1,8.501.089.256.646.720,6.468.997.837.028.020,0,1,0,0,0,0,0,1,1
High,Education,0,1,7.073.134.172.038.400,6.314.123.181.603.630,1,0,0,0,0,0,1,1,1
Medium,Healthcare,1,1,5.355.457.042.817.640,18.878.661.291.604.000,1,1,0,1,1,1,0,1,1
Medium,IT,1,1,5.539.047.883.645.490,55.245.352.474.045.000,0,1,0,0,1,1,0,1,1
Medium,IT,1,1,8.828.533.799.582.780,6.693.355.604.168.720,1,1,0,0,0,1,0,1,1
Low,IT,0,0,578.514.990.879.858,4.044.198.577.969.020,1,1,0,0,1,0,0,1,1
Low,Education,0,1,8.208.010.846.297.130,18.209.481.658.154.100,0,0,0,0,1,0,0,1,1
High,Healthcare,1,1,1.208.588.972.227.000,5.242.978.889.087.400,0,0,1,0,0,0,0,1,1
High,Healthcare,1,1,7.304.824.754.110.350,55.807.869.529.776.200,1,1,0,0,0,0,0,1,1
High,IT,0,1,6.077.111.112.051.240,37.911.877.535.111.400,1,0,0,0,1,1,0,1,1
Medium,IT,0,1,8.764.014.410.905.520,22.139.148.162.042.600,1,1,0,1,0,0,0,1,1
Medium,Education,1,1,5.548.416.518.436.540,5.472.808.126.054.240,1,0,0,1,1,0,0,0,1
High,Education,0,1,11.439.969.060.658.800,2.846.786.701.567.360,1,0,1,0,1,0,0,1,1
High,IT,1,1,1.080.723.933.705.660,4.596.020.089.808.300,1,0,1,0,1,0,0,1,1
High,Retail,0,0,7.671.656.762.092.710,6.337.249.532.519.410,1,0,0,1,0,1,0,1,1
Medium,Healthcare,0,1,620.541.363.715.156,15.118.028.545.719.700,1,1,1,0,0,1,0,1,1
Medium,Retail,1,1,71.484.602.544.492.700,53.616.459.969.538.800,0,0,0,0,1,1,1,1,1
High,IT,1,1,7.408.668.775.829.140,3.690.126.954.520.290,1,0,0,1,0,0,0,1,1
Medium,IT,1,1,876.713.426.341.413,3.729.020.074.023.130,1,0,0,0,1,0,0,0,1
Medium,Retail,1,1,10.079.264.658.602.200,477.147.465.179.924,0,1,0,1,0,0,0,1,1
High,Education,1,1,592.697.473.848.282,2.842.923.952.878.760,0,0,1,1,0,1,1,1,1
High,IT,1,1,1.002.181.913.068.540,2.237.471.294.607.030,1,0,0,0,0,0,0,0,1
Medium,Retail,0,1,9.235.371.225.622.590,13.237.078.419.539.800,1,0,0,0,0,0,0,1,1
Medium,Retail,1,1,6.984.421.018.386.780,5.847.644.064.128.820,1,0,0,0,1,0,0,1,1
High,Healthcare,1,1,582.657.620.864.598,34.424.917.223.365.500,0,0,1,1,1,1,0,1,1
Medium,Education,1,1,8.232.465.434.585.130,4.854.910.618.536.040,0,1,1,1,1,1,1,1,1
High,Retail,0,1,5.880.823.032.595.830,32.724.518.876.775.100,0,0,1,0,0,1,0,1,1
High,IT,1,0,10.047.361.698.325.200,22.573.592.449.375.600,1,0,0,0,0,0,0,0,1
High,IT,1,1,5.752.234.455.735.590,4.978.468.914.908.700,1,1,1,0,0,1,0,1,1
Medium,Retail,1,1,9.095.412.386.326.280,44.919.438.605.872.300,1,0,0,0,1,1,0,0,1
Low,Retail,0,1,7.838.767.270.369.830,3.644.651.269.018.860,1,0,0,0,1,1,0,1,1
Low,Education,0,1,6.878.750.231.249.590,4.452.844.095.162.200,0,0,0,0,1,1,0,0,1
Medium,IT,1,1,7.794.336.987.361.410,2.559.273.165.633.990,0,0,1,0,1,1,0,1,1
Medium,IT,0,1,10.159.966.339.268.400,5.590.899.661.832.960,1,0,0,0,1,0,0,1,1
Medium,IT,1,1,5.615.485.182.012.420,5.938.591.957.801.710,1,0,1,0,0,1,1,1,1
Medium,Education,1,1,7.175.686.889.616.360,5.138.956.857.005.380,0,1,1,1,0,1,1,1,1
Medium,Education,1,1,6.496.512.870.625.620,34.420.213.613.594.900,0,0,0,1,0,0,0,1,1
Medium,Education,1,1,7.922.765.732.902.570,4.089.020.192.025.110,1,0,0,0,1,1,0,1,1
Medium,Education,0,1,6.630.638.214.974.690,6.353.254.672.202.140,1,0,0,0,0,1,0,1,1
Low,Education,1,1,4.463.837.515.226.770,5.921.749.326.416.760,0,0,1,1,0,0,0,0,1
High,IT,0,1,5.889.724.906.135.270,6.990.803.635.763.080,0,0,1,0,0,1,1,1,1
Medium,Retail,1,1,11.275.510.037.076.200,28.292.217.200.302.300,1,1,1,0,1,1,0,1,1
Low,Retail,1,1,8.493.456.422.572.540,26.946.815.740.193.000,0,0,1,0,0,1,0,1,1
Low,Retail,1,1,8.424.724.107.616.150,4.201.555.431.373.160,1,1,1,1,0,1,0,1,1
Low,Education,1,1,7.434.775.219.982.720,461.034.363.594.445,0,0,0,0,0,0,0,1,1
Medium,Healthcare,0,1,7.896.749.151.781.660,3.786.566.252.410.650,1,0,0,0,1,1,1,1,1
Medium,Retail,1,1,714.037.615.433.724,34.154.733.582.468.900,1,0,0,0,0,0,0,1,1
High,Healthcare,1,1,905.385.706.208.213,5.901.092.774.243.690,0,0,1,0,1,1,0,0,1
Medium,IT,1,1,8.201.617.708.518.740,386.390.186.417.929,0,1,0,0,0,1,0,1,1
High,Healthcare,0,1,5.657.463.579.682.760,2.177.182.873.122.510,1,0,1,0,0,1,0,0,1
High,Retail,1,1,8.507.449.006.208.380,2.350.466.369.596.710,0,0,0,0,0,0,0,1,1
Medium,Retail,0,0,30.825.161.534.568.900,43.705.964.877.002.500,0,1,0,1,0,1,0,1,1
Medium,Education,1,0,8.827.718.399.355.570,8.503.978.727.367.530,0,0,0,1,0,1,0,1,1
Medium,Retail,0,1,5.181.286.286.326.950,2.536.084.384.382.230,0,0,0,1,0,1,0,1,1
High,IT,1,0,78.078.898.276.598.400,35.276.888.969.904.100,1,0,1,1,1,0,0,1,1
Low,Retail,1,0,5.610.744.793.607.620,7.607.207.162.899.050,1,0,1,0,1,0,0,1,1
Medium,Retail,0,1,8.005.646.399.066.190,32.735.789.052.422.900,0,1,0,0,1,1,0,0,1
High,Education,1,0,9.156.557.038.552.440,4.683.191.261.907.100,1,1,1,0,1,1,0,0,1
Medium,Healthcare,0,1,1.100.565.417.049.910,6.813.866.083.886.840,0,1,1,0,1,1,0,0,1
Medium,Retail,1,1,4.917.284.689.977.040,25.727.819.786.442.600,0,0,1,1,0,1,0,1,1
Medium,IT,1,1,995.094.591.134.227,35.361.096.669.676.500,0,0,0,1,1,1,0,1,1
Medium,IT,1,1,8.262.305.410.754.940,32.734.510.995.481.800,1,1,0,0,1,0,0,1,1
Medium,Education,1,1,7.098.665.694.350.750,17.231.569.555.492.100,1,1,0,0,1,0,0,0,1
Medium,Healthcare,0,1,951.971.301.011.892,6.354.048.918.532.930,0,0,0,0,0,1,0,1,1
Medium,IT,1,1,7.528.150.297.829.580,31.218.934.922.952.000,0,0,0,1,0,1,0,1,1
Medium,Healthcare,0,1,9.435.061.032.801.350,2.685.631.486.267.160,1,0,1,0,0,0,0,0,1
High,Education,1,1,60.154.605.737.440.100,33.333.491.678.943.600,1,1,0,1,0,1,1,0,1
Low,Healthcare,1,1,6.734.005.935.407.410,5.393.247.107.731.150,1,0,0,0,0,1,0,1,1
Low,Education,1,1,98.872.001.055.892,4.169.340.305.511.820,0,0,1,1,0,0,0,1,1
Medium,Retail,0,1,10.970.801.047.140.800,28.125.005.418.544.500,1,0,0,0,0,0,0,1,1
High,IT,1,0,7.929.936.201.694.300,4.613.724.767.372.570,1,0,1,1,1,0,0,0,1
Medium,Retail,1,1,24.254.221.492.884.300,5.218.892.046.622.850,1,0,0,0,1,0,0,0,1
Medium,Healthcare,1,0,760.190.143.478.309,39.643.531.181.458.600,0,0,1,0,1,0,0,0,1
High,IT,0,1,806.485.223.564.486,36.478.586.067.015.100,0,1,1,0,0,1,0,1,1
High,Education,0,1,7.534.453.246.613.650,552.381.390.757.333,1,0,1,1,1,0,1,1,1
Medium,Retail,0,1,8.672.677.123.331.060,3.731.222.130.229.830,1,1,0,1,1,0,0,0,1
Medium,Retail,1,1,7.046.180.144.805.350,6.412.287.259.435.030,0,0,0,0,0,0,0,0,1
High,Healthcare,0,1,9.677.741.721.356.050,28.635.476.918.645.300,0,1,0,0,0,1,0,1,1
Medium,Healthcare,1,1,5.666.573.454.537.910,2.828.629.801.358.810,0,1,1,1,1,1,0,0,1
Medium,IT,1,1,10.473.697.414.708.200,2.644.304.829.873.480,0,0,0,0,1,1,0,0,1
High,Education,1,1,11.100.157.647.922.100,3.641.730.314.965.020,0,1,1,0,1,0,0,1,1
Medium,IT,1,0,6.173.880.523.879.380,40.037.560.920.494.700,0,0,1,0,0,0,0,0,1
Low,IT,1,1,6.172.800.348.793.870,20.115.461.356.407.700,0,0,1,1,0,0,0,1,1
Low,Retail,1,1,8.821.390.627.555.050,4.145.135.901.871.270,0,0,1,1,0,1,0,1,1
High,IT,0,1,5.625.559.180.514.220,4.848.031.280.928.930,1,1,0,0,1,1,0,1,1
Low,Healthcare,0,0,70.147.942.577.953.500,1.801.762.667.810.450,0,0,1,1,0,0,0,1,1
